	name	collaborative	pid	modified_at	num_tracks	num_albums	num_followers	tracks
76	Country	false	122145	1507852800	43	34	1	['spotify:track:1hc31O4qhv2tnSnW1290KC', 'spotify:track:3PRn2rGaAhFxVF0MzI8ckp', 'spotify:track:4ly1QBXEwYoDmje9rmEgC4', 'spotify:track:6OMrxjkARz7GpSLn5HTrp2', 'spotify:track:0O1CQfWx3Q1Z3o8U4JSE6P', 'spotify:track:2y8PdcvWbVFJw7bTRhTcku', 'spotify:track:59O0lOCAMdBugXQrEGR6A6', 'spotify:track:03YqVBjqIVJbxYcW0c5S8E', 'spotify:track:5qNkZdbdfL9tQm1ppZmUrW', 'spotify:track:63OQWdXMq0Pe6pRpWY5gO0', 'spotify:track:0uMur9BAwuzsShojxBi6ag', 'spotify:track:0kdiUZDcLIFw0Buo9r0Q4z', 'spotify:track:3fqwjXwUGN6vbzIwvyFMhx', 'spotify:track:7mldq42yDuxiUNn08nvzHO', 'spotify:track:2Nc8Imt04W3ZmcBF8dPQKc', 'spotify:track:2d48mamATjby7wgPjdrSOQ', 'spotify:track:5kNe7PE09d6Kvw5pAsx23n', 'spotify:track:1zWZvrk13cL8Sl3VLeG57F', 'spotify:track:4O1CExxinEpKZi3861NlTK', 'spotify:track:2Fk0WwAqTBesLtKg97nojy', 'spotify:track:69DR48pXzSabFUfQfDDJDb', 'spotify:track:1sR3kJi14jA8Gau3a0yXAo', 'spotify:track:5CG9Ps5ynNjpKJHmwc95pa', 'spotify:track:05ZACkzW8YbRq3eFgIfSNB', 'spotify:track:1vBpwxsLVwaR4evBIaFmqD', 'spotify:track:1mMLMZYXkMueg65jRRWG1l', 'spotify:track:2epIcEoW44P2YWzFfUJQ2c', 'spotify:track:0WyFpxYlBCgH1gMXd26OOr', 'spotify:track:6DRsEO5yuEGBF87qpyMB4d', 'spotify:track:7I5fYc4qKJddht8Ozhqqdx', 'spotify:track:0z87h9TTEDeNNh2N0cLaA1', 'spotify:track:6y4yocrzA6NGnuZkc5bM4i', 'spotify:track:5sjIhQzNljMVrDklI91ezp', 'spotify:track:0bPnT6i9H1p8Vd85GS6Z7I', 'spotify:track:3pJkBPHadRAxBBo484RipI', 'spotify:track:498ZVInMGDkmmNVpSWqHiZ', 'spotify:track:1dFLowBW25EaL2OC7eKEa2', 'spotify:track:5fKbYBhU4iTm81YTqpYa0t', 'spotify:track:6IqUm14MgoKbwt6jdGBikH', 'spotify:track:6Tp84YPjzrhTzLBNA2lpxt', 'spotify:track:5xErd5QhOvTKFU7l8dffWC', 'spotify:track:0sAEWHqXZHasyg7twyb63Q', 'spotify:track:609qKv3KPAbdtp0LQH2buA']
77	Rock Bottom	false	122146	1461283200	34	31	1	['spotify:track:1n8ZUpQ0iVY6gVBgEUdA2Q', 'spotify:track:4tCtwWceOPWzenK2HAIJSb', 'spotify:track:09rmUwnx6muhjV7PvhaZU8', 'spotify:track:5vuwXvQTpavYCgcPFnCMS4', 'spotify:track:5lS7KHsdvkMJp8eASqZWzb', 'spotify:track:6nHBJFQz4gsK2Q6RIpBD0M', 'spotify:track:7vRriwrloYVaoAe3a9wJHe', 'spotify:track:3YXVnD4ITbQN9ddc3mKxRY', 'spotify:track:5fX2oPyLCe5mBKqGDbOWqC', 'spotify:track:17iBsSpB6Vysg3Gfvjrlmg', 'spotify:track:0NWQTyapmz4GuDTSN9xTB7', 'spotify:track:4z8c9qkpiYghn6DCQ6yA0u', 'spotify:track:4Jk6fZmX3gGYYbHnjq5uyN', 'spotify:track:6hmhG1b4LEyNuashVvuIAo', 'spotify:track:6dlpABcXrQKRU9G00i6Zba', 'spotify:track:2ZyuwVvV6Z3XJaXIFbspeE', 'spotify:track:0QsvXIfqM0zZoerQfsI9lm', 'spotify:track:1z15fhSgN6U2k4gqA1Zu4j', 'spotify:track:5DA77EqppDmCTWGovd4oTP', 'spotify:track:01gNiOqg8u7vT90uVgOVmz', 'spotify:track:1lp1YyncJKAabaSuP3vvuf', 'spotify:track:2Gyc6e2cLxA5hoX1NOvYnU', 'spotify:track:3Co501bJLDdgmZs5WQMR1V', 'spotify:track:20s34XSPIiYMGSFDRSs24t', 'spotify:track:5mMRgTxoeBjEAZdBjPGvaC', 'spotify:track:2NcIzHF5abrURe1IPldnD0', 'spotify:track:1VuUzZe8sFk59msXYK97uu', 'spotify:track:3PHAN9g1qziYB16D7Vs91A', 'spotify:track:6TaqooOXAEcijL6G1AWS2K', 'spotify:track:56T1QA7202iW7fZes2PTUe', 'spotify:track:3Y9smXGzIcoMzg5UhItDqh', 'spotify:track:2DpCdPMg1BADE4HDnxt3Rd', 'spotify:track:6oUxfy9C4uDiR8kAQUZb0C', 'spotify:track:4d0JSX5Niid4wPVXk3EVrt']
78	clean 	false	122147	1503878400	16	16	1	['spotify:track:2WNVqZq1ujhMDlOAqBFkVv', 'spotify:track:1D066zixBwqFYqBhKgdPzp', 'spotify:track:2kQuhkFX7uSVepCD3h29g5', 'spotify:track:0XUfyU2QviPAs6bxSpXYG4', 'spotify:track:0k2GOhqsrxDTAbFFSdNJjT', 'spotify:track:70Vdd1gx5tn84jkAU31ASv', 'spotify:track:5AyL2kgLtTWEu3qO3B9SqK', 'spotify:track:17tDv8WA8IhqE8qzuQn707', 'spotify:track:5OiLJ8tjUPFiPX2gVM8fxJ', 'spotify:track:2IpGdrWvIZipmaxo1YRxw5', 'spotify:track:064NEtcV4JQqGxAtfqvRfI', 'spotify:track:75vEuMA15pb8JmgrGugHEs', 'spotify:track:66TRwr5uJwPt15mfFkzhbi', 'spotify:track:0CAfXk7DXMnon4gLudAp7J', 'spotify:track:5A6OHHy73AR5tLxgTc98zz', 'spotify:track:5dNfHmqgr128gMY2tc5CeJ']
79	country	false	122149	1508803200	46	38	1	['spotify:track:1gewemPOUilb21s7CfMS55', 'spotify:track:1soxUgYIZb1qx1c7o1Lc7z', 'spotify:track:5CG9Ps5ynNjpKJHmwc95pa', 'spotify:track:01e8dGbulrphX8j3fZDQYk', 'spotify:track:0r8iDf65NHgFgZOGLwj5r8', 'spotify:track:3duP6mBVDsHM8ioN7o7dAK', 'spotify:track:1TKlBK9cSrM5u4CiL4SETS', 'spotify:track:1cktZnxiONH0hR6Q3DKy8h', 'spotify:track:1ffMmNQ42w7dIwyCDTKySb', 'spotify:track:0dbzWSYpMcRtwjI1S7Pkql', 'spotify:track:4MuZZrwfJjy83D7uO4IsPJ', 'spotify:track:5Kb5utdaR6qXYZ9WpgoKWm', 'spotify:track:03LpkqucyYKcYclDs8HuxO', 'spotify:track:383Xl5QTigwj3QiA3Qc6S7', 'spotify:track:59iOzvbFUg6dab7qLYj0M3', 'spotify:track:5LPkLveErawyu1XDAGXHOj', 'spotify:track:1qwnPVOIJjAFfCc40Etb1D', 'spotify:track:4yA87A4lsmhmIslIzrHMtu', 'spotify:track:6a7wXoZOARI8IqEXObjhDz', 'spotify:track:5iuPF9zzwVy5JwWIZhOBRv', 'spotify:track:15DeqWWQB4dcEWzJg15VrN', 'spotify:track:6DRsEO5yuEGBF87qpyMB4d', 'spotify:track:61voPX1C71rhwynuLQyajo', 'spotify:track:6Ymvlzom4TQeoKqAWsZRD8', 'spotify:track:15bIuGUsLwF0gxI48HKoEd', 'spotify:track:2FviG1Ma0M0BSZbqaDvw0x', 'spotify:track:2SZYBG86b5hTFssCSusaII', 'spotify:track:7vvqXzT1P7XlRZNWOHYgLk', 'spotify:track:6eYYm2xwrvdav2yakF3cqg', 'spotify:track:6LyE8gxq8Hq7AGeOvLbGMv', 'spotify:track:07KYRDFf8Q6sqj4PWCP9vh', 'spotify:track:5inaLuIZnBLS2rIpM6T2lr', 'spotify:track:4plhHbrWLbmIDCLiqesqdq', 'spotify:track:3YRS17WhqZPvIkj7MlkqIW', 'spotify:track:3vsKVgsF2Ax03wXt3J5EqU', 'spotify:track:5vhHPVZaW0UG38tjB3NEeW', 'spotify:track:5qirEyQairqQcZ7ubCNLOX', 'spotify:track:3ZHjQSfJ46zjFbt79MAqD2', 'spotify:track:1ZT2SegEiHQz8EeBwe3TH1', 'spotify:track:0O1x2tRm8ZpfDbcpOWZp7z', 'spotify:track:4Pn0JlCUusD2QHjADuOzuV', 'spotify:track:1zWZvrk13cL8Sl3VLeG57F', 'spotify:track:52WXpi8FtpAcwhichwqu3z', 'spotify:track:0U6uTxVPeoXFcxlXMIWgAR', 'spotify:track:3LbvNFkqDTrE1liGMmZBDL', 'spotify:track:6UsoV6X96Rox9mfxoz7SFy']
80	huh	false	122150	1507420800	58	42	1	['spotify:track:6b8Be6ljOzmkOmFslEb23P', 'spotify:track:7F6oEeRgjOoesYz8qOov7p', 'spotify:track:6AoYWCzsDls6c61Zp5qTuU', 'spotify:track:6SULfvvRflfNzfwJlUGcpr', 'spotify:track:19VJDl5nWmbopECF0V3YHu', 'spotify:track:44FcEjjsmxS2LiMZAF3nfd', 'spotify:track:7FJP35tUJ2121EJsFpU1Gh', 'spotify:track:7JGqyqdzijtJeqVRhADFZd', 'spotify:track:3uDG2oirP5VieBeTqXZGfR', 'spotify:track:5BIjJP1zlOa3iY65RSkXkr', 'spotify:track:2xg8KF2BrxW70v13Twxw6J', 'spotify:track:69vD3bK7ud5QCeqlAxDH6A', 'spotify:track:3NRHZVzgkNl2UDTlYbGW3D', 'spotify:track:04DwTuZ2VBdJCCC5TROn7L', 'spotify:track:4pdPtRcBmOSQDlJ3Fk945m', 'spotify:track:2HiH7eMk9aokfnIEFzWiMq', 'spotify:track:5aAx2yezTd8zXrkmtKl66Z', 'spotify:track:5fgFHvczTdsBEzKUCd7RAN', 'spotify:track:6Ius4TC0L3cN74HT7ENE6e', 'spotify:track:62vpWI1CHwFy7tMIcSStl8', 'spotify:track:1rIKgCH4H52lrvDcz50hS8', 'spotify:track:6RsnwfOHuNfYw1vMZbAy8l', 'spotify:track:6DUdDIRgLqCGq1DwkNWQTN', 'spotify:track:4OZEu0Vwq0RB2LAq14v99n', 'spotify:track:0azC730Exh71aQlOt9Zj3y', 'spotify:track:5HR4CYT5nPpFy8m9wJQgrr', 'spotify:track:4h90qkbnW1Qq6pBhoPvwko', 'spotify:track:4UknpXoLjlB7Mao4UWcJ2o', 'spotify:track:3DX4Y0egvc0slLcLl31h2p', 'spotify:track:7i9763l5SSfOnqZ35VOcfy', 'spotify:track:6ADhQWuCv54VfU3NM8Uyse', 'spotify:track:0mBKv9DkYfQHjdMcw2jdyI', 'spotify:track:0KKkJNfGyhkQ5aFogxQAPU', 'spotify:track:49JDgrxIMyKlw344Z25QDx', 'spotify:track:0bsMTtWnxQ4lKlfBreueZt', 'spotify:track:70yiI6kfEglRhAhmRAxufM', 'spotify:track:2sFdE2HXR73kGRIAY7ItRM', 'spotify:track:5GRAeHxQLh6GXPxlTZREWN', 'spotify:track:1LHvvAcdnZg2SDETFcHZg5', 'spotify:track:0JoHqmlqE0W0i9prt6kcHR', 'spotify:track:09S64DUkxIX9EwIaULu6yN', 'spotify:track:2hspCATOKb9llyIeMik89G', 'spotify:track:3B54sVLJ402zGa6Xm4YGNe', 'spotify:track:3VCYe6mCXebBgcfzaxCVNI', 'spotify:track:2rb5MvYT7ZIxbKW5hfcHx8', 'spotify:track:5QP6YGB7MuVAZBuWKjRLZZ', 'spotify:track:5zSOVwaY3sVjnmLhuEfsuf', 'spotify:track:4lh1PamTsomWbFpkOPyfrD', 'spotify:track:0daY4BDM1MTMXdh42LwhDv', 'spotify:track:7oW8aBcg9O71aRVEX0hOEU', 'spotify:track:6rebVkdIwX20oVojJ8kDVz', 'spotify:track:36LxJ17ySVV1F0LGmKh7zW', 'spotify:track:0Od15R8yRYuXnXiuAwaAfH', 'spotify:track:7w8JSaAE2hLZJCoag7h6rm', 'spotify:track:1cURnGaH9mR7YM8SsJHZeS', 'spotify:track:7oW8aBcg9O71aRVEX0hOEU', 'spotify:track:6rebVkdIwX20oVojJ8kDVz', 'spotify:track:7wGoVu4Dady5GV0Sv4UIsx']
81	Chillstep	false	122151	1449878400	12	2	1	['spotify:track:5VQdYgOMD5DunteeIWztZs', 'spotify:track:6eRPYyh1EPRqDhgb3Nardw', 'spotify:track:4ChBLndekjzQveHPsn3r6W', 'spotify:track:5QjmOXFMKg9QOn9OWmkWDj', 'spotify:track:0oIsNC7YcF48ozlsBacKRY', 'spotify:track:5YpGUIsNAdMwnre4HbBTdU', 'spotify:track:14JJgiD5VDRpMOuTm9AE5J', 'spotify:track:1nNPLcueemE7gIoBqsYUTT', 'spotify:track:1UBwdKVRU7WoR74CdiknDx', 'spotify:track:5RrvFQAszVYKfIho9MRdTT', 'spotify:track:2eTjkXxxssJeR3u586CMkI', 'spotify:track:0DIekYoiwwr1kkTUGmQlSL']
82	I hate myself	false	122152	1506211200	37	34	2	['spotify:track:3LSY9s9h6RmHRTXOtRA5oK', 'spotify:track:3ZMv9EzGoteNi5Qnx0KpEO', 'spotify:track:546jptkBtmJ076SnwEg3fn', 'spotify:track:15WS5DLuxA4zBF0tH1sOR9', 'spotify:track:5eeMft4YZx0Xdf9yJPNZJY', 'spotify:track:5aFSzu0b7ccAYjTkbTNTsQ', 'spotify:track:7mMlbJlXXo2mRtQ4R9sIzD', 'spotify:track:5Hd6DPGjqihEnWSiGRzqr6', 'spotify:track:6GBEhEKCAJ0bgvrUpJk9kl', 'spotify:track:1HLcVnTSVC1WtKkNgjSNgp', 'spotify:track:4zzzZ1UNfr75ASG1lUE9L1', 'spotify:track:78tro1rpoxmqjbjiRRRzoH', 'spotify:track:40jiZBsr1W3SG15AGU9227', 'spotify:track:2QVmiA93GVhWNTWQctyY1K', 'spotify:track:1vyrrrnb7182SL6iOMor3O', 'spotify:track:453spNn4mGdYErYt3rGhSX', 'spotify:track:68RI4I6SKm57SxjG06OYvN', 'spotify:track:1CHeoNnc4DpB7IQDbxh9TX', 'spotify:track:0nSDcFXRgTHnY6xpBPxlnj', 'spotify:track:2FFYeeIB7Vxj5qL8xr7Kd6', 'spotify:track:0Ccc5YD2p42a0VWmNLY8Pk', 'spotify:track:5hzD2sw9RHjNUE6yj4ClKQ', 'spotify:track:4O7KHRtmVSfWaFkztL5H6m', 'spotify:track:62P3dTff68UTyYPqbGpaXs', 'spotify:track:3rTnGUeDrnZV22DvRuUuXr', 'spotify:track:1LcqbTfpExlIxen0XVaG47', 'spotify:track:1JXVq5MntlLoXUie7Lqgt0', 'spotify:track:7sDzAu7alAL1hWvL86tSGB', 'spotify:track:6mcxQ1Y3uQRU0IHsvdNLH1', 'spotify:track:74X1epeRufHckhuX1KFD04', 'spotify:track:35r28RDot7nPE7y9K9H7l0', 'spotify:track:6mORGLOz79w6VsCRLWYYuK', 'spotify:track:5ht2WlJSPIwV7gdZEOr45M', 'spotify:track:4sEnZad9gvLSLkyt8DW11O', 'spotify:track:54KFQB6N4pn926IUUYZGzK', 'spotify:track:5JuA3wlm0kn7IHfbeHV0i6', 'spotify:track:5OFcjrC1OiRSBylQgF5HDD']
83	SPOTIFY ME	false	122154	1506124800	32	32	1	['spotify:track:0dyiHoYbYjYaOEXLpmzQZG', 'spotify:track:0bPSRn4crnh5f1JhELPlyL', 'spotify:track:0VaIsQoIQY10uxBrOyZ5cQ', 'spotify:track:2dphvmoLEXdk8hOYxmHlI3', 'spotify:track:0R4rGtHysL0KXVpy3rWY7t', 'spotify:track:44ljhbOzdApfYkdrgKMXUs', 'spotify:track:2PpruBYCo4H7WOBJ7Q2EwM', 'spotify:track:15WS5DLuxA4zBF0tH1sOR9', 'spotify:track:5lRV6r04uaTKaVfkplfduV', 'spotify:track:5ofPVNOR2T8cHMhLGUTrbN', 'spotify:track:4Hj5yNHgu2dyrnzRQN7Gld', 'spotify:track:5rcCFfrTQimUknxrO59vT4', 'spotify:track:0x4KG7bxABwL5TIhC9k9EN', 'spotify:track:0F0MA0ns8oXwGw66B2BSXm', 'spotify:track:6Vmow8PuUaU7W1T2WWLZk2', 'spotify:track:2eAZfqOm4EnOF9VvN50Tyc', 'spotify:track:1udac3KKzxMxaHnIATDrVS', 'spotify:track:5DuacSyULR3rNptMu6i7VR', 'spotify:track:7L4w1yQnlhqo4oUjpW53wz', 'spotify:track:4JMQOzSvrcAxjbhHBlXYE7', 'spotify:track:35tWhD29yvWwB0IDRr6zsL', 'spotify:track:1I9GllIh1R3EMvTFT5Tfn7', 'spotify:track:6ZYS6QQxTLsQ6IFXdVx1r4', 'spotify:track:188l5M0f84M5dvnvf3NoAG', 'spotify:track:0aaD0qKSYjxQxsR6mVgB7u', 'spotify:track:2tUBqZG2AbRi7Q0BIrVrEj', 'spotify:track:6XDkCAv65eIZTfTwh0XHU6', 'spotify:track:2AGottAzfC8bHzF7kEJ3Wa', 'spotify:track:5kYZbBLAGrrhFKNbOs6D95', 'spotify:track:76QK6gTaW2bBV47FDe3RPK', 'spotify:track:0Zbbxnx4SGGHoIow4PpISP', 'spotify:track:4YaNLEPw3MrIgkGOkBrAh2']
84	Oldies	false	122155	1461628800	27	24	1	['spotify:track:2nLtzopw4rPReszdYBJU6h', 'spotify:track:2TeiKDPE3RdamZG0pp5okI', 'spotify:track:5wQnmLuC1W7ATsArWACrgW', 'spotify:track:7j31rVgGX9Q2blT92VBEA0', 'spotify:track:2d6m2F4I7wCuAKtSsdhh83', 'spotify:track:2TfSHkHiFO4gRztVIkggkE', 'spotify:track:1b7vg5T9YKR3NNqXfBYRF7', 'spotify:track:4bPQs0PHn4xbipzdPfn6du', 'spotify:track:0gZp88SA5OcujHLDGkxtI3', 'spotify:track:0J69x3mqm7U6tBPKsjpsWR', 'spotify:track:1UREw2MCfU0xwBzCAjxlUD', 'spotify:track:36UVZPoK8a1Oxh13cY8kOp', 'spotify:track:41pFyxOpS119Pb8JEzhx0w', 'spotify:track:4wzjNqjKAKDU82e8uMhzmr', 'spotify:track:0COqiPhxzoWICwFCS4eZcp', 'spotify:track:5Ozo0lsCaVNJPlKC7RtDnp', 'spotify:track:3mcG2NI5G5vhrQtRda1YnA', 'spotify:track:3pxCXv0NACYfYnLjFcQW5D', 'spotify:track:7oVEtyuv9NBmnytsCIsY5I', 'spotify:track:5UCEDonPFlMaa7Tf5VlYRm', 'spotify:track:0d8aJLKZI1r4uOSLZBJaBK', 'spotify:track:1p1nO35bbi4ZlQgjIA4oa4', 'spotify:track:33daQo3S8j2NcJstEHXwhQ', 'spotify:track:1X4Ntw6Lbaa1ACgilCqMpr', 'spotify:track:7oK9VyNzrYvRFo7nQEYkWN', 'spotify:track:6GIrIt2M39wEGwjCQjGChX', 'spotify:track:6SpLc7EXZIPpy0sVko0aoU']
85	worship	false	122156	1508803200	40	31	6	['spotify:track:1yYUIjT3bZ9RB9vejqYy9f', 'spotify:track:4LLKkFHwpDnuWKjUZyHocA', 'spotify:track:6qJzFn1uLtIPb2J7c8Opy3', 'spotify:track:0LlDzdlvJWoEcLwtUWI7El', 'spotify:track:58FzruYGlx4sL3FWFWK4EB', 'spotify:track:30AyKiC8JXBda6AX50GvJ2', 'spotify:track:4VS6PK5bVEBtEt4lLvLYoi', 'spotify:track:5gCzPyKpxpGsRI7Gq7NE0r', 'spotify:track:1laUzJ0NBV7iwWCcquCxcN', 'spotify:track:7eBybNhcjCylloMZT2QjQE', 'spotify:track:1hQEZ8Bm6cXO1mZ7fXZqkU', 'spotify:track:4707B6flOJWZSBXqqVsvPI', 'spotify:track:4b9hdMCEKybWzkqVrWCGQL', 'spotify:track:6Pm8BgaoXijQFlrvasFjeF', 'spotify:track:0W5TB5VNs0J16suh3r67P1', 'spotify:track:3J7vBrecAaQpAf5CpbXpj4', 'spotify:track:3QhL4eWBVv64IycG3i9XTb', 'spotify:track:1ploWGMJ1grQQrKcV2zwqb', 'spotify:track:7zQ2AOJSEkkYOXnb32LyU1', 'spotify:track:06wxyCQFJOT0bjvSPMQj7x', 'spotify:track:0FBm7M8icvVmPWDmyUNCGy', 'spotify:track:4QqJzSUAtJgZ3AiCjDc89y', 'spotify:track:0AMSV8A8aCQQ3bOy0QbhqX', 'spotify:track:40jK6rrM6gR5Bju6EuyP2P', 'spotify:track:0ewaHcRMTGt27ZhdO3VMUY', 'spotify:track:55S0E4N3ht6Zzu4hj3nQJj', 'spotify:track:1lEk3U3MzbDeL5MNHkE9JU', 'spotify:track:1AM5ftPFKksvmjayu2bmnP', 'spotify:track:0dfJKLrakdoie9POU3Ptbv', 'spotify:track:3QEVRAs9DZSGwSOs2eYUJv', 'spotify:track:4pxrU6M8qULH1S9v0kv0YT', 'spotify:track:7f6YUhXC4jknHbvhbqK4U4', 'spotify:track:4nLFlodcLPQTyE8qxH8ws1', 'spotify:track:3PCQDAWFchTpCqggfessst', 'spotify:track:058tyWQSQ3CrXp1locpRdN', 'spotify:track:1hxks00KHyFeUWFd1aFQID', 'spotify:track:2lqc2v750cfFJx6kvkUikn', 'spotify:track:1ed3wNCecRIp6SugyR0w2J', 'spotify:track:4PYOh644yKjYyvyVUHqcof', 'spotify:track:75dnxcXCh1PBzfZV1khfaj']
86	La Vie En Rose 	false	122159	1475625600	14	14	1	['spotify:track:0AX6pLXtyR2vPLv2KYErAg', 'spotify:track:3Bbbz0IGORWZSLf9UqsAL4', 'spotify:track:2Fk411Ix3qnMG8t8Qa74ZX', 'spotify:track:1Dg4dFJr3HW7sbA7vPejre', 'spotify:track:5uvosCdMlFdTXhoazkTI5R', 'spotify:track:3MFFDRC4wTN9JNGtzXsZlN', 'spotify:track:1k4OsQujxXPLij0ZsTFlMx', 'spotify:track:2DAWnryTnJrsjGzRodWc1q', 'spotify:track:2WvneyOgsp24MeqcsUETzD', 'spotify:track:0ofHAoxe9vBkTCp2UQIavz', 'spotify:track:2TJqhMuTx2eMun7MMQVIFy', 'spotify:track:0yVs7eSL8mPnIu2CGKHpUQ', 'spotify:track:6mib3N4E8PZHAGQ3xy7bho', 'spotify:track:1oT4oDy3cNhMXfjSWJu67Q']
87	Pop Hits	false	122160	1398643200	14	11	2	['spotify:track:6mjEABpi5cQ5gqFFOkR1Cc', 'spotify:track:6qn9YLKt13AGvpq9jfO8py', 'spotify:track:7w87IxuO7BDcJ3YUqCyMTT', 'spotify:track:2LEF1A8DOZ9wRYikWgVlZ8', 'spotify:track:7ceIquYtiTYlgSSm7PqUf9', 'spotify:track:4B3RmT3cGvh8By3WY9pbIx', 'spotify:track:1NpW5kyvO4XrNJ3rnfcNy3', 'spotify:track:1oHNvJVbFkexQc0BpQp7Y4', 'spotify:track:20I6sIOMTCkB6w7ryavxtO', 'spotify:track:7pYPpFhFyOwCjf4y7vdJqM', 'spotify:track:1IAzD1muglOxOcPbUHs70R', 'spotify:track:03fT3OHB9KyMtGMt2zwqCT', 'spotify:track:1PoGWZbJPGmViVi7CYbDUK', 'spotify:track:5HGibWoxnkYSkl6mHmAlOE']
88	LAX	false	122164	1499299200	18	18	1	['spotify:track:3bvjsHQd792zIO4SKFxXKs', 'spotify:track:4k08Rq5bTCNS1Ca7NaZ5xP', 'spotify:track:04AYgtKFrpldRXe5y0LNGQ', 'spotify:track:3VXUovsqEZRBCEeFSDDd2v', 'spotify:track:1LomM3L6atrf79ZL7nHDp4', 'spotify:track:41JNFAUNw1fKHhOuNdAcdh', 'spotify:track:6HfOzLLjsaXsehIFEsrxTk', 'spotify:track:02M6vucOvmRfMxTXDUwRXu', 'spotify:track:0L7loeTIg6akW84aEQZpCT', 'spotify:track:2sFdE2HXR73kGRIAY7ItRM', 'spotify:track:0pSBuHjILhNEo55xK1zrRt', 'spotify:track:46lFttIf5hnUZMGvjK0Wxo', 'spotify:track:1kLKGEKMyhY3jP8ka87NgD', 'spotify:track:3i2YzgregUTKDAPVHz6rBM', 'spotify:track:7yJzk64ul9PFgVFUYbEzZL', 'spotify:track:12mGwph2YzDIlChtq3EdXP', 'spotify:track:5CtI0qwDJkDQGwXD1H1cLb', 'spotify:track:0czWtA4to2hwb4fvSqcj6E']
89	español	false	122166	1509062400	24	23	1	['spotify:track:4Egb5xP6cniUx0kgZd5zLB', 'spotify:track:4aWmUDTfIPGksMNLV2rQP2', 'spotify:track:64sSpGnQG05qu54wTqfekE', 'spotify:track:0S5eBnwtkuFB0TQTlVqW6C', 'spotify:track:4p1EW0DhhmG7YrpTLmJAag', 'spotify:track:3XYL1fljOfLfAxClCiUp7B', 'spotify:track:1iRvhKiXRElIH2Uf4gd95P', 'spotify:track:5kXioaxxQcd69PydTjWzOD', 'spotify:track:2qJYEx2aY3sUsyck5Z8kDo', 'spotify:track:3pbCzxt4NuVdcjOKHiaWSY', 'spotify:track:3VeKeODaz7TABGpl1LGUBu', 'spotify:track:3pDhN3qB33AOPhQEkUCaWt', 'spotify:track:3t74Slmrcf23iKxdx2Rd3A', 'spotify:track:0Xn1VqBjoL4PAGxyatEO0Z', 'spotify:track:5FFVk58O3IbBzB960tO1s1', 'spotify:track:1Evv1979G5y63oK9K2eot9', 'spotify:track:2tPRTVsvIw0UDYf9wg4bX2', 'spotify:track:3dpRSrdWUKK8ldrmVcRIgg', 'spotify:track:3VgLQi51JI6avrVmP9lL4B', 'spotify:track:6VHdcVbiKLYYOcMbIqBcuK', 'spotify:track:2EM9zpAc7PVeoAydmbfVIL', 'spotify:track:7nnbb77c4fLnosiTk5QpxQ', 'spotify:track:5I0aHj2JSQpoxSQnh3XcjO', 'spotify:track:209gZgcfLq2aUuu51vOWBl']
